554, 708
724, 721
560, 453
670, 565
563, 522
708, 639
621, 607
678, 361
761, 638
509, 766
736, 660
577, 427
525, 438
672, 420
517, 395
604, 512
457, 1004
715, 587
631, 306
553, 521
399, 658
654, 452
659, 543
722, 641
520, 370
470, 556
737, 662
479, 638
666, 594
661, 585
612, 533
720, 700
671, 591
651, 479
682, 144
660, 439
694, 573
864, 879
678, 566
519, 419
594, 387
641, 576
336, 641
553, 460
577, 511
676, 604
713, 521
537, 517
593, 644
425, 651
515, 327
590, 384
788, 727
323, 922
708, 655
523, 647
739, 563
560, 526
549, 660
770, 644
729, 648
852, 929
683, 532
600, 542
630, 540
729, 728
209, 907
652, 511
526, 620
690, 332
557, 422
653, 620
738, 707
668, 647
547, 615
646, 565
487, 310
609, 481
495, 729
629, 415
662, 643
679, 585
670, 448
657, 342
711, 738
555, 573
678, 634
749, 559
499, 414
695, 456
441, 553
713, 665
660, 782
644, 490
543, 572
680, 446
598, 636
715, 602
699, 697
627, 479
685, 662
544, 379
258, 565
545, 416
212, 352
667, 529
520, 591
667, 332
760, 529
536, 651
528, 675
652, 577
659, 549
572, 500
644, 496
518, 506
619, 448
640, 557
676, 462
713, 711
620, 486
765, 731
676, 544
687, 337
640, 305
746, 694
557, 743
620, 637
552, 414
547, 599
722, 600
601, 500
312, 535
675, 544
426, 591
630, 581
718, 571
714, 726
619, 619
581, 472
599, 435
653, 608
624, 360
719, 578
578, 726
543, 904
854, 144
513, 446
398, 500
273, 916
597, 565
741, 725
859, 682
635, 574
663, 496
517, 520
589, 442
571, 508
715, 619
708, 725
504, 661
550, 746
653, 548
734, 595
513, 462
591, 445
577, 594
634, 558
200, 200
757, 670
611, 396
435, 678
633, 381
722, 584
512, 633
483, 433
378, 1014
709, 438
673, 276
544, 616
669, 500
585, 497
611, 398
574, 721
687, 494
671, 593
617, 567
665, 552
528, 556
651, 504
726, 675
682, 674
712, 431
355, 794
549, 496
604, 422
654, 388
571, 474
537, 318
509, 436
711, 423
502, 584
634, 454
650, 545
445, 319
616, 490
398, 615
543, 423
629, 446
428, 736
660, 482
717, 655
532, 430
743, 403
705, 715
724, 629
536, 417
577, 681
511, 628
819, 865
667, 492
488, 483
546, 500
449, 609
608, 653
660, 663
797, 782
403, 716
724, 700
460, 732
777, 666
599, 451
494, 796
530, 717
342, 739
679, 418
674, 523
284, 578
430, 909
619, 531
696, 713
653, 492
635, 393
519, 535
633, 634
476, 689
531, 744
679, 664
680, 602
517, 582
697, 566
602, 378
654, 680
465, 482
731, 505
529, 343
490, 645
516, 398
603, 503
589, 706
633, 365
551, 675
634, 724
719, 735
624, 540
668, 494
539, 426
450, 679
666, 409
684, 657
608, 637
702, 499
725, 724
624, 471
555, 402
482, 772
530, 360
678, 435
589, 524
776, 745
740, 645
317, 438
727, 627
462, 621
610, 500
612, 531
523, 685
553, 505
446, 605
685, 605
498, 472
743, 448
564, 441
735, 725
764, 747
667, 528
501, 342
663, 346
634, 448
743, 165
658, 629
550, 879
654, 540
487, 616
724, 599
495, 663
503, 356
722, 641
710, 488
669, 515
647, 343
633, 416
646, 428
524, 614
556, 546
712, 613
882, 665
655, 819
656, 486
779, 169
610, 501
668, 482
754, 727
529, 433
519, 615
412, 290
706, 347
445, 136
586, 467
575, 358
663, 454
617, 572
613, 458
721, 598
620, 503
460, 454
548, 501
732, 695
445, 606
567, 466
271, 592
592, 450
597, 570
677, 310
581, 668
678, 500
706, 369
388, 588
812, 529
642, 752
543, 486
575, 675
508, 622
771, 710
542, 404
736, 664
758, 728
520, 720
561, 817
618, 826
550, 627
768, 632
654, 510
745, 653
611, 583
695, 503
653, 596
520, 425
615, 485
749, 692
573, 578
558, 427
526, 726
442, 307
615, 516
707, 590
736, 694
478, 637
522, 475
577, 496
685, 558
502, 612
523, 676
698, 522
502, 385
699, 537
627, 539
623, 495
618, 583
676, 350
726, 695
679, 359
551, 440
428, 567
641, 615
613, 660
567, 496
854, 152
702, 688
549, 590
690, 615
461, 663
712, 557
410, 622
587, 502
578, 453
707, 660
369, 668
670, 589
700, 621
63, 472
738, 638
433, 538
663, 239
508, 394
649, 352
733, 687
721, 362
516, 674
705, 705
629, 622
455, 1001
564, 460
546, 543
730, 514
721, 590
745, 707
728, 646
630, 589
608, 562
694, 424
595, 469
564, 683
688, 588
684, 528
694, 501
664, 487
527, 797
767, 688
566, 693
571, 631
683, 572
590, 558
718, 493
684, 611
581, 497
611, 605
619, 547
584, 301
501, 526
690, 471
618, 709
621, 408
665, 452
644, 302
825, 792
545, 617
706, 537
597, 666
785, 708
795, 816
602, 727
749, 704
645, 561
532, 462
644, 478
593, 422
544, 437
200, 200
726, 688
807, 807
526, 592
302, 616
611, 457
725, 625
519, 782
743, 696
635, 403
200, 200
780, 700
598, 492
708, 453
464, 347
545, 445
615, 561
671, 458
510, 387
636, 631
378, 623
725, 642
651, 872
677, 418
713, 435
769, 671
769, 470
722, 416
646, 428
757, 729
791, 740
770, 719
748, 365
710, 433
294, 895
685, 346
648, 310
683, 682
653, 500
329, 919
599, 839
649, 430
200, 200
697, 426
656, 614
533, 686
728, 672
264, 793
669, 662
654, 618
711, 694
780, 612
740, 614
507, 651
610, 550
646, 566
725, 605
674, 525
717, 456
400, 200
731, 696
691, 605
603, 578
651, 560
571, 531
545, 640
436, 571
603, 585
475, 257
621, 721
639, 337
731, 600
518, 394
613, 485
720, 658
653, 478
607, 543
677, 343
515, 327
515, 754
200, 200
532, 670
676, 451
592, 410
731, 612
600, 432
720, 557
587, 709
569, 442
453, 602
671, 542
551, 394
487, 478
748, 669
565, 562
498, 630
716, 596
630, 561
733, 600
615, 405
551, 638
710, 695
500, 200
722, 503
524, 437
526, 516
694, 171
357, 670
680, 520
582, 474
735, 629
769, 693
644, 533
686, 551
473, 565
713, 599
705, 542
662, 676
739, 652
601, 592
658, 542
807, 526
625, 528
581, 504
651, 580
527, 390
469, 582
730, 617
681, 655
758, 677
581, 467
529, 418
684, 555
548, 738
786, 629
685, 526
736, 623
676, 526
739, 609
687, 457
548, 633
523, 741
500, 472
701, 373
708, 526
704, 664
696, 599
633, 441
602, 395
722, 557
200, 200
499, 392
262, 411
684, 603
570, 480
535, 669
752, 705
585, 532
760, 651
749, 719
617, 455
719, 587
573, 596
538, 416
619, 417
553, 452
542, 464
541, 631
609, 472
526, 404
738, 628
482, 686
617, 618
581, 822
644, 597
522, 605
612, 452
395, 1012
463, 715
642, 610
536, 434
785, 754
574, 444
717, 455
589, 423
796, 789
493, 262
743, 596
758, 684
655, 498
554, 469
699, 508
406, 680
566, 567
714, 347
805, 763
721, 612
651, 640
581, 509
731, 508
557, 469
536, 402
691, 671
679, 500
603, 496
664, 814
460, 320
623, 516
739, 614
759, 692
573, 495
718, 644
693, 636
316, 917
488, 509
666, 571
662, 501
520, 483
558, 604
688, 541
412, 538
645, 374
683, 398
782, 765
705, 389
680, 677
626, 658
531, 729
732, 505
642, 448
615, 463
556, 437
499, 591
705, 644
729, 570
710, 653
704, 630
725, 614
492, 358
725, 638
494, 688
574, 548
730, 625
631, 784
692, 467
801, 812
698, 468
670, 444
592, 589
715, 597
642, 343
509, 718
623, 753
724, 635
807, 893
719, 700
652, 389
663, 406
572, 497
624, 373
752, 658
682, 666
526, 592
822, 772
753, 692
635, 546
708, 416
627, 605
720, 692
683, 564
414, 649
773, 683
683, 602
520, 346
771, 584
647, 402
752, 729
479, 695
649, 503
589, 673
518, 594
569, 497
728, 674
715, 732
500, 705
542, 352
528, 585
396, 281
687, 439
794, 817
682, 541
782, 775
723, 619
685, 658
678, 439
699, 209
624, 595
517, 704
553, 350
546, 659
485, 645
549, 774
526, 667
734, 631
719, 667
749, 239
545, 449
737, 582
455, 690
675, 535
349, 779
580, 499
646, 615
813, 830
683, 639
490, 727
669, 773
678, 584
472, 692
682, 630
667, 607
478, 452
513, 505
671, 454
691, 607
733, 696
559, 547
395, 660
620, 493
777, 742
640, 520
729, 689
495, 704
268, 495
558, 700
661, 575
492, 686
752, 728
661, 532
704, 580
646, 464
756, 710
515, 690
583, 243
807, 737
782, 747
454, 573
595, 437
603, 715
565, 530
629, 542
750, 722
729, 487
640, 284
690, 548
528, 676
721, 674
737, 682
549, 741
616, 556
569, 385
653, 838
569, 586
631, 431
530, 622
503, 351
198, 592
640, 466
752, 643
612, 711
492, 622
811, 753
534, 671
580, 564
623, 473
708, 717
523, 429
590, 604
535, 285
552, 519
648, 659
659, 505
534, 727
627, 443
616, 681
609, 298
627, 771
681, 629
521, 681
619, 475
681, 364
539, 557
616, 475
666, 429
658, 705
434, 572
559, 400
740, 689
571, 807
659, 524
541, 555
468, 461
624, 652
757, 703
637, 581
555, 515
287, 530
714, 543
695, 537
563, 536
532, 416
622, 462
578, 536
720, 549
558, 420
757, 759
572, 679
647, 450
757, 694
725, 652
709, 540
588, 448
581, 612
535, 635
692, 659
495, 587
594, 458
649, 300
718, 428
660, 446
735, 705
491, 669
197, 435
614, 397
613, 529
711, 648
562, 665
591, 323
531, 670
637, 537
761, 231
696, 407
518, 700
536, 462
741, 684
874, 730
761, 672
611, 620
625, 506
345, 581
713, 633
614, 438
430, 589
513, 487
665, 548
670, 602
617, 480
640, 446
472, 593
687, 627
723, 409
634, 463
675, 487
665, 522
565, 449
539, 588
632, 548
230, 672
563, 717
512, 751
473, 394
661, 475
650, 525
652, 536
564, 714
492, 649
576, 211
299, 399
519, 312
710, 647
498, 638
600, 509
509, 506
416, 623
720, 673
694, 518
763, 686
517, 729
200, 200
773, 611
200, 200
444, 622
641, 469
718, 535
414, 516
437, 500
249, 863
518, 744
200, 200
721, 455
726, 612
655, 409
336, 512
625, 519
681, 276
708, 622
605, 480
629, 538
533, 785
714, 288
617, 453
579, 537
513, 628
546, 305
606, 526
722, 525
607, 511
735, 684
474, 438
630, 648
718, 561
577, 498
570, 600
680, 597
611, 506
685, 648
695, 449
701, 681
618, 604
521, 521
700, 688
633, 520
574, 617
701, 377
586, 585
652, 391
625, 390
592, 495
740, 649
585, 481
545, 700
595, 582
544, 383
586, 357
630, 510
185, 656
764, 771
657, 430
453, 1003
702, 681
694, 494
510, 687
738, 542
696, 675
794, 737
659, 477
729, 715
645, 517
475, 698
594, 559
728, 540
735, 686
527, 392
729, 586
203, 789
625, 450
702, 444
752, 164
756, 671
530, 481
549, 709
653, 618
644, 612
680, 682
490, 848
516, 740
763, 419
689, 475
526, 660
561, 689
538, 588
538, 447
497, 635
828, 359
636, 693
697, 672
536, 725
584, 514
677, 625
773, 746
722, 531
349, 595
666, 583
718, 607
764, 642
619, 530
585, 516
599, 460
562, 675
576, 521
634, 520
372, 827
551, 536
694, 575
584, 412
707, 457
717, 634
692, 553
626, 345
647, 461
729, 678
647, 841
684, 614
725, 586
393, 981
446, 751
526, 463
671, 351
570, 444
665, 624
561, 491
610, 534
565, 529
687, 584
528, 598
630, 547
751, 703
790, 764
687, 452
657, 418
481, 390
760, 689
348, 564
732, 656
616, 558
681, 376
636, 450
395, 715
690, 510
562, 812
665, 366
458, 237
697, 521
494, 421
647, 437
571, 407
671, 373
544, 647
548, 634
770, 634
766, 526
690, 609
582, 399
746, 705
288, 975
700, 428
689, 670
581, 531
731, 492
497, 715
141, 653
758, 743
601, 839
697, 612
733, 591
784, 471
534, 624
436, 474
621, 546
667, 509
532, 545
505, 340
752, 720
614, 526
744, 653
656, 580
303, 382
626, 498
706, 638
665, 577
572, 407
747, 624
365, 225
590, 519
900, 650
755, 373
653, 553
750, 572
450, 965
690, 602
599, 464
647, 456
754, 700
786, 690
689, 502
489, 622
547, 546
551, 418
719, 596
439, 690
434, 646
650, 507
482, 694
525, 705
557, 681
631, 520
749, 696
705, 448
731, 661
521, 722
624, 284
580, 302
579, 676
632, 588
634, 482
623, 572
552, 543
613, 555
288, 284
661, 588
635, 674
763, 685
757, 723
638, 500
778, 735
735, 654
518, 666
375, 573
617, 636
752, 663
444, 651
686, 600
595, 269
724, 691
406, 623
643, 464
621, 542
653, 556
734, 686
761, 799
534, 643
663, 615
503, 577
671, 422
668, 346
600, 600
666, 596
660, 444
698, 682
507, 454
724, 354
752, 647
751, 722
531, 800
691, 567
709, 597
530, 683
301, 994
625, 993
510, 604
680, 450
681, 656
714, 589
791, 774
518, 739
724, 224
697, 590
585, 375
767, 752
851, 164
583, 322
623, 539
740, 597
563, 445
569, 499
538, 671
618, 540
538, 369
695, 661
715, 626
753, 661
612, 185
323, 622
763, 693
670, 635
744, 645
402, 533
643, 549
613, 484
720, 591
675, 615
598, 454
897, 820
682, 627
511, 514
632, 415
708, 570
367, 513
689, 454
776, 696
673, 697
647, 837
597, 448
617, 552
744, 643
567, 418
690, 539
626, 497
732, 688
610, 535
453, 314
561, 382
570, 396
732, 509
859, 679
613, 667
638, 798
714, 516
761, 674
566, 485
525, 467
603, 327
783, 612
625, 567
760, 675
425, 631
758, 736
520, 463
485, 419
684, 437
577, 476
493, 734
718, 575
531, 815
623, 488
507, 702
631, 433
666, 370
671, 621
536, 746
701, 585
381, 657
395, 568
595, 525
650, 529
716, 669
532, 546
562, 863
634, 816
740, 766
588, 519
736, 654
729, 584
502, 352
446, 1014
573, 631
687, 440
740, 726
522, 526
696, 587
667, 617
569, 362
669, 409
665, 553
678, 593
643, 508
746, 636
634, 459
685, 568
520, 624
719, 734
686, 393
549, 413
640, 432
314, 901
394, 646
656, 732
555, 573
491, 616
609, 425
786, 776
251, 918
790, 731
757, 699
586, 399
510, 635
607, 88
708, 394
562, 446
253, 624
655, 398
658, 423
438, 817
418, 721
682, 448
603, 567
575, 403
599, 561
664, 647
662, 541
636, 455
636, 453
657, 493
626, 582
740, 654
498, 665
522, 530
432, 633
354, 499
727, 352
711, 483
620, 548
712, 688
492, 972
651, 312
655, 638
730, 634
594, 766
735, 675
704, 598
639, 511
693, 637
654, 602
487, 567
510, 663
988, 1004
763, 467
730, 471
374, 623
586, 630
719, 601
666, 515
660, 790
738, 671
692, 670
626, 824
604, 471
681, 557
434, 640
729, 643
688, 318
680, 447
579, 402
643, 475
780, 665
619, 533
563, 511
638, 509
505, 616
723, 636
670, 357
752, 694
576, 597
650, 410
542, 712
589, 431
722, 654
728, 731
636, 305
210, 902
684, 433
711, 422
699, 579
735, 631
328, 913
601, 593
516, 662
553, 599
376, 741
749, 739
422, 427
541, 688
696, 554
667, 605
602, 555
1020, 893
556, 669
475, 423
429, 205
700, 628
719, 714
687, 620
462, 714
225, 641
466, 707
609, 456
526, 399
739, 720
746, 791
155, 760
708, 558
626, 633
761, 736
229, 647
769, 518
662, 521
537, 504
536, 257
600, 449
458, 524
532, 746
695, 654
564, 450
616, 412
505, 647
552, 555
693, 622
486, 630
741, 638
678, 498
369, 728
570, 575
636, 454
701, 337
672, 554
682, 354
550, 325
518, 669
619, 567
352, 583
589, 544
647, 435
507, 594
669, 381
623, 509
621, 575
700, 575
543, 691
521, 685
646, 675
395, 554
689, 555
733, 615
598, 524
611, 502
457, 600
597, 528
627, 463
696, 498
434, 696
477, 669
581, 536
662, 465
681, 509
705, 373
496, 355
767, 715
633, 512
658, 557
608, 555
512, 363
539, 784
767, 713
516, 402
715, 665
638, 708
797, 811
723, 625
588, 574
555, 422
358, 629
609, 796
478, 691
580, 416
554, 437
607, 539
737, 688
482, 494
589, 454
685, 676
435, 413
699, 553
644, 569
696, 485
716, 579
692, 589
500, 647
520, 750
444, 625
537, 491
663, 483
631, 572
692, 492
362, 528
539, 486
740, 648
716, 462
518, 694
712, 563
635, 511
538, 690
622, 270
620, 503
616, 573
672, 671
608, 613
454, 545
739, 621
629, 456
531, 619
748, 582
726, 585
685, 406
640, 541
473, 835
704, 685
720, 500
741, 652
458, 303
719, 613
314, 898
488, 723
729, 649
701, 660
704, 663
630, 377
618, 436
518, 734
544, 419
738, 621
808, 775
634, 211
581, 487
726, 664
582, 299
436, 557
591, 529
702, 803
674, 617
627, 541
676, 524
522, 627
539, 715
697, 688
790, 751
516, 568
623, 471
634, 560
736, 641
551, 525
647, 531
627, 607
530, 438
737, 563
505, 405
701, 570
577, 540
498, 646
512, 619
658, 444
605, 374
535, 391
505, 593
411, 635
663, 524
406, 290
597, 444
511, 732
738, 693
604, 601
740, 649
735, 594
474, 492
645, 418
750, 652
709, 558
697, 587
806, 706
725, 464
483, 675
737, 712
437, 600
526, 478
719, 393
494, 704
704, 475
690, 293
744, 602
709, 574
701, 520
665, 620
588, 448
545, 501
545, 481
758, 685
743, 581
595, 474
643, 400
640, 470
511, 610
395, 892
713, 662
705, 530
470, 283
572, 462
629, 549
693, 549
804, 586
674, 561
318, 480
418, 649
443, 689
493, 467
501, 460
509, 581
365, 702
441, 357
565, 676
621, 381
739, 329
506, 618
602, 536
607, 547
706, 741
787, 672
704, 561
673, 638
560, 427
742, 601
470, 891
663, 585
698, 632
500, 200
765, 562
536, 502
646, 552
502, 650
713, 739
677, 513
702, 614
527, 287
318, 708
535, 599
631, 433
519, 714
488, 701
557, 804
698, 472
622, 487
629, 594
501, 642
705, 603
607, 648
519, 608
641, 371
686, 387
382, 235
721, 611
471, 791
728, 654
741, 711
460, 738
680, 598
642, 557
691, 602
572, 679
638, 398
710, 417
628, 706
675, 604
524, 588
590, 576
800, 775
509, 620
501, 369
626, 439
693, 289
724, 947
589, 359
622, 571
634, 579
648, 593
353, 1013
566, 426
689, 617
435, 423
694, 559
529, 658
517, 376
632, 406
794, 787
595, 442
541, 703
738, 488
719, 620
616, 685
477, 402
671, 561
728, 601
451, 488
623, 511
557, 573
734, 630
653, 225
826, 815
608, 498
677, 547
595, 443
669, 766
642, 506
558, 786
665, 502
468, 583
569, 482
682, 452
654, 456
718, 475
507, 733
567, 530
458, 457
519, 731
542, 380
653, 429
593, 414
669, 661
789, 266
671, 451
558, 577
650, 428
741, 558
688, 411
659, 476
723, 708
544, 315
652, 466
432, 679
699, 538
655, 771
656, 530
675, 439
663, 386
584, 482
708, 342
381, 846
463, 519
365, 245
676, 550
691, 473
656, 482
621, 592
594, 603
614, 424
748, 658
479, 580
511, 388
644, 374
656, 536
620, 339
668, 662
630, 437
713, 629
738, 377
391, 856
693, 580
585, 487
508, 422
585, 611
656, 532
514, 491
669, 471
726, 497
603, 492
725, 697
841, 773
516, 448
699, 606
733, 581
449, 701
644, 422
442, 355
612, 527
449, 508
708, 677
618, 390
754, 422
587, 491
621, 560
702, 522
601, 555
736, 741
399, 897
685, 550
625, 461
333, 859
574, 476
622, 617
447, 581
562, 157
552, 448
672, 533
636, 375
639, 600
617, 558
713, 593
410, 623
802, 809
516, 531
677, 502
682, 281
733, 621
579, 605
575, 441
695, 508
306, 662
734, 707
471, 445
527, 514
708, 472
751, 711
509, 589
746, 623
558, 782
834, 922
732, 673
636, 538
508, 754
481, 420
730, 557
756, 732
582, 525
512, 779
688, 417
675, 529
674, 554
684, 678
608, 517
502, 708
303, 921
568, 484
770, 710
635, 502
517, 743
628, 616
588, 494
765, 467
200, 200
586, 648
737, 669
584, 531
615, 583
617, 490
779, 782
527, 542
633, 717
542, 681
614, 452
680, 143
606, 478
736, 666
505, 705
738, 662
716, 601
655, 581
595, 576
759, 560
671, 441
1021, 900
514, 671
696, 557
747, 609
502, 480
741, 602
717, 679
334, 629
764, 728
659, 591
435, 736
580, 515
493, 329
832, 841
728, 617
603, 578
577, 325
400, 200
518, 414
560, 759
675, 579
670, 391
515, 486
602, 538
549, 451
718, 448
735, 662
547, 375
738, 583
559, 682
798, 559
524, 721
663, 457
552, 831
643, 456
754, 656
629, 577
677, 476
625, 736
755, 422
324, 636
607, 96
597, 646
638, 502
626, 476
675, 500
661, 501
692, 477
477, 696
583, 405
565, 706
658, 248
750, 728
612, 476
562, 622
965, 158
643, 490
799, 765
716, 420
721, 519
325, 563
555, 470
253, 758
654, 543
360, 771
578, 594
412, 734
486, 697
550, 559
725, 656
534, 542
637, 552
592, 464
690, 596
619, 545
556, 706
255, 905
225, 894
496, 649
664, 490
687, 583
541, 463
501, 469
599, 487
674, 437
794, 746
557, 677
543, 692
763, 668
635, 338
722, 606
900, 305
721, 574
456, 678
722, 357
817, 765
743, 703
811, 706
644, 537
757, 567
747, 598
735, 664
759, 716
498, 444
697, 412
741, 610
535, 403
543, 710
707, 647
517, 404
453, 664
677, 326
853, 820
674, 468
587, 314
759, 562
764, 738
639, 669
610, 364
685, 631
607, 636
300, 674
551, 449
411, 769
676, 443
615, 547
608, 647
582, 461
554, 588
671, 391
705, 440
369, 241
464, 506
721, 632
575, 603
628, 423
753, 669
615, 627
816, 845
618, 560
563, 453
567, 513
579, 537
643, 564
641, 512
788, 793
702, 287
724, 654
468, 412
519, 505
752, 647
441, 499
591, 474
655, 701
420, 482
686, 393
697, 629
743, 586
707, 456
721, 749
788, 733
626, 487
498, 475
745, 692
593, 679
645, 552
423, 675
593, 707
731, 742
513, 681
456, 692
699, 619
601, 604
617, 752
664, 398
624, 479
504, 782
582, 554
677, 587
403, 618
625, 543
611, 554
543, 488
566, 643
622, 579
630, 447
534, 396
752, 764
659, 658
671, 604
613, 590
538, 617
558, 445
579, 639
551, 348
551, 543
680, 651
658, 346
206, 898
638, 494
578, 514
200, 200
413, 683
554, 568
713, 323
578, 770
579, 619
527, 480
580, 500
567, 451
591, 591
531, 402
668, 588
575, 506
823, 914
410, 756
550, 412
792, 592
631, 524
723, 763
585, 453
760, 774
606, 831
480, 727
599, 611
615, 599
507, 294
560, 514
768, 682
773, 761
658, 274
465, 606
377, 380
681, 760
686, 550
622, 503
648, 591
737, 554
625, 603
626, 591
233, 813
633, 567
635, 512
495, 755
495, 457
759, 685
584, 433
778, 642
754, 469
845, 68
360, 601
503, 628
450, 578
647, 604
648, 419
696, 483
675, 482
477, 336
572, 500
618, 484
503, 632
649, 568
720, 640
627, 527
523, 652
533, 626
584, 804
508, 709
688, 432
680, 432
673, 617
637, 390
723, 637
775, 737
680, 535
657, 503
690, 438
607, 482
677, 612
591, 384
507, 711
426, 636
552, 527
587, 559
691, 538
689, 610
724, 487
729, 619
738, 746
681, 609
240, 703
521, 461
680, 549
725, 670
575, 437
645, 690
583, 515
545, 636
645, 571
707, 612
726, 609
370, 1017
711, 718
636, 379
616, 474
697, 591
703, 452
656, 470
514, 425
559, 408
817, 844
779, 724
626, 521
465, 545
621, 492
646, 400
696, 583
564, 444
661, 619
616, 560
566, 392
649, 593
733, 707
635, 500
618, 398
691, 478
655, 487
867, 259
717, 307
629, 474
616, 541
397, 493
591, 723
576, 432
624, 512
525, 629
620, 492
469, 550
591, 355
778, 738
596, 412
740, 508
538, 756
549, 736
565, 408
701, 564
200, 200
660, 229
538, 543
680, 540
629, 593
552, 789
641, 429
675, 506
288, 772
657, 562
510, 590
382, 616
401, 695
613, 557
612, 430
662, 462
572, 358
657, 526
583, 653
639, 639
560, 645
377, 502
436, 473
731, 642
678, 628
691, 338
661, 426
644, 450
687, 641
665, 497
677, 528
552, 666
401, 495
521, 452
751, 616
566, 412
670, 585
411, 593
604, 497
716, 599
703, 462
499, 662
545, 421
550, 684
632, 627
621, 364
717, 508
577, 759
668, 530
727, 663
764, 723
626, 657
461, 689
629, 615
483, 964
727, 592
625, 530
533, 426
767, 742
649, 305
496, 763
750, 522
705, 561
160, 645
562, 590
752, 685
1020, 897
498, 517
661, 445
200, 200
552, 506
640, 565
575, 467
655, 596
600, 411
647, 603
689, 545
713, 498
509, 689
595, 564
621, 607
643, 580
556, 572
574, 381
647, 617
647, 494
718, 568
598, 628
567, 446
456, 594
751, 699
604, 398
688, 555
440, 681
563, 718
709, 384
590, 917
709, 496
527, 401
773, 730
547, 207
541, 435
557, 414
786, 725
388, 1008
759, 721
679, 686
714, 598
643, 435
531, 537
465, 398
579, 420
643, 508
643, 586
632, 500
577, 473
759, 644
635, 338
639, 350
629, 463
623, 544
650, 825
500, 711
601, 356
637, 631
250, 487
298, 635
591, 529
450, 487
200, 200
708, 288
740, 682
665, 607
539, 601
651, 382
525, 534
708, 525
456, 441
684, 577
623, 585
758, 785
667, 529
735, 650
622, 559
596, 367
437, 522
732, 558
218, 798
581, 404
541, 480
500, 656
590, 523
749, 656
745, 691
684, 225
699, 516
640, 535
901, 829
682, 397
604, 481
647, 388
712, 484
807, 800
584, 659
629, 747
713, 571
577, 633
425, 1006
379, 741
729, 425
608, 510
574, 453
475, 439
645, 605
653, 498
134, 900
500, 200
748, 707
668, 554
634, 502
495, 492
527, 751
760, 739
695, 615
669, 675
655, 403
626, 516
279, 806
739, 566
680, 622
614, 417
617, 529
366, 990
622, 696
765, 737
377, 466
290, 997
752, 687
720, 642
518, 458
394, 900
749, 731
414, 558
647, 536
422, 871
557, 511
497, 694
597, 418
621, 367
200, 200
501, 681
722, 564
652, 438
563, 449
738, 607
786, 578
551, 529
885, 789
533, 545
671, 575
521, 773
542, 631
707, 573
668, 445
478, 448
625, 531
626, 580
787, 787
592, 583
443, 401
586, 588
494, 722
698, 367
671, 563
635, 459
749, 619
759, 623
467, 746
715, 589
595, 478
500, 368
675, 623
653, 584
646, 582
681, 582
555, 568
744, 708
